Student ID,Age,Gender,Learning Disabilities,Enrollment Date,Subscription Type,Cumulative Learning Progress (%),Retention Rate (weekly),Retention Rate (monthly),Time to Master Key Concepts,Math,Science,History,English,Geography,Quiz Session Date,Quiz ID,Quiz Topic/Subject,Quiz Score,Time Spent on Quiz,Flashcards Used,Flashcard Accuracy,Total Active Sessions (weekly),Session Duration,Device Used,Satisfaction Rating,Feedback Type,Date of Feedback,Comments/Sentiment
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-07-19,Q9,Math,88,22,Yes,85.0,3,161,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-07-19,Q9,Math,88,22,Yes,85.0,3,161,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-01-11,Q18,Geography,90,18,Yes,,2,135,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-01-11,Q18,Geography,90,18,Yes,,2,135,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-08-04,Q16,History,82,24,Yes,73.0,4,115,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-08-04,Q16,History,82,24,Yes,73.0,4,115,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-18,Q12,History,71,20,Yes,83.0,2,156,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-18,Q12,History,71,20,Yes,83.0,2,156,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-30,Q19,Geography,94,11,No,73.0,2,34,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-30,Q19,Geography,94,11,No,73.0,2,34,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-09,Q4,History,81,14,Yes,68.0,2,76,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-09,Q4,History,81,14,Yes,68.0,2,76,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-28,Q11,Geography,72,13,Yes,,3,88,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-28,Q11,Geography,72,13,Yes,,3,88,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-06,Q6,Math,74,7,Yes,75.0,2,148,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-06,Q6,Math,74,7,Yes,75.0,2,148,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-18,Q1,Science,86,18,Yes,,4,96,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-18,Q1,Science,86,18,Yes,,4,96,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-13,Q19,Math,82,16,Yes,96.0,4,83,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-13,Q19,Math,82,16,Yes,96.0,4,83,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-04,Q7,History,52,12,Yes,,3,38,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-04,Q7,History,52,12,Yes,,3,38,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-06,Q14,Math,65,21,No,83.0,4,166,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-06,Q14,Math,65,21,No,83.0,4,166,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-01-10,Q18,Geography,66,6,No,61.0,2,36,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-01-10,Q18,Geography,66,6,No,61.0,2,36,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-21,Q16,History,68,10,No,,4,171,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-21,Q16,History,68,10,No,,4,171,Desktop,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-27,Q20,Geography,96,13,Yes,,4,179,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-05-27,Q20,Geography,96,13,Yes,,4,179,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-02,Q16,Geography,50,7,No,,4,81,Mobile,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-04-02,Q16,Geography,50,7,No,,4,81,Mobile,4.0,Suggestion,2025-06-26,Negative
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-02,Q11,Science,54,8,Yes,,4,34,Desktop,1.0,Suggestion,2025-03-24,Neutral
9d81e425-986a-435b-a339-7f21b991dd9e,25,Non-binary,Non-ND,2022-04-10,Premium,69.49000522519111,0.5076990414702065,0.452631927758623,37,54.61045727850262,63.50806179891314,71.20247562423255,75.70076698276037,62.448861577958255,2025-02-02,Q11,Science,54,8,Yes,,4,34,Desktop,4.0,Suggestion,2025-06-26,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-04-23,Q18,History,77,9,Yes,,2,84,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-04-23,Q18,History,77,9,Yes,,2,84,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-08-07,Q7,Geography,70,11,No,87.0,4,131,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-08-07,Q7,Geography,70,11,No,87.0,4,131,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-05-02,Q11,Science,65,6,Yes,78.0,3,82,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-05-02,Q11,Science,65,6,Yes,78.0,3,82,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-28,Q5,Science,87,14,Yes,66.0,3,147,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-28,Q5,Science,87,14,Yes,66.0,3,147,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-04-05,Q11,English,63,20,No,,2,34,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-04-05,Q11,English,63,20,No,,2,34,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-03-15,Q12,Geography,93,23,Yes,60.0,3,61,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-03-15,Q12,Geography,93,23,Yes,60.0,3,61,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-15,Q7,Math,58,8,No,67.0,4,134,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-15,Q7,Math,58,8,No,67.0,4,134,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-28,Q19,Math,97,16,Yes,,4,38,Mobile,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-06-28,Q19,Math,97,16,Yes,,4,38,Mobile,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-07-17,Q18,Math,54,10,No,,3,138,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-07-17,Q18,Math,54,10,No,,3,138,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-02-04,Q15,History,78,18,No,,2,126,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-02-04,Q15,History,78,18,No,,2,126,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-01-31,Q7,Math,55,7,No,70.0,3,175,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-01-31,Q7,Math,55,7,No,70.0,3,175,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-07-29,Q1,Science,95,14,No,82.0,2,153,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-07-29,Q1,Science,95,14,No,82.0,2,153,Desktop,3.0,Bug,2025-07-08,Negative
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-02-03,Q8,Math,58,23,No,,2,123,Desktop,3.0,Bug,2025-04-10,Positive
ed184ba9-8c2b-4b2c-a712-c7c32ce60f1c,18,Female,ND,2021-01-09,Premium,60.03881096644227,0.725935100900325,0.7042348961910051,27,89.14812065445612,79.05633869694974,75.83128876692575,61.12615903162808,57.45598831716502,2025-02-03,Q8,Math,58,23,No,,2,123,Desktop,3.0,Bug,2025-07-08,Negative
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-06-15,Q15,English,76,9,No,80.0,3,128,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-04-09,Q14,English,53,8,No,77.0,2,158,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-06-11,Q13,History,81,7,Yes,72.0,2,115,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-05-16,Q10,Math,74,21,Yes,82.0,3,94,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-02-21,Q14,Math,87,21,No,,3,60,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-08-09,Q13,Math,71,15,No,,2,80,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-07-20,Q3,Geography,99,19,Yes,,3,99,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-03-01,Q8,Math,69,19,No,,4,107,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-02-18,Q1,History,76,23,No,,2,81,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-04-12,Q10,Science,73,8,Yes,,3,158,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-05-20,Q11,Math,84,5,No,74.0,2,42,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-07-13,Q12,History,81,12,Yes,,2,167,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-03-14,Q13,History,97,12,No,,3,109,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-01-29,Q10,Math,52,7,Yes,68.0,3,169,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-04-03,Q11,History,56,12,Yes,62.0,4,96,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-06-03,Q11,English,61,20,No,67.0,4,158,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-07-07,Q3,Science,81,9,Yes,99.0,4,151,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-05-27,Q4,History,74,13,No,63.0,4,157,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-07-01,Q20,Math,75,23,No,92.0,3,83,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-01-13,Q3,Science,75,5,No,95.0,2,33,Mobile,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-06-05,Q9,Science,52,7,No,84.0,4,131,Desktop,,,,
b0d7651a-6735-4c6e-8b2c-d9e8a3931311,39,Non-binary,Non-ND,2021-12-19,Free,69.80958462187455,0.8134698157319231,0.6420763328687117,11,76.32038132647072,51.15653969501368,61.79333241969236,82.53922383330728,61.39714681765539,2025-02-10,Q10,Science,82,5,Yes,87.0,3,179,Desktop,,,,
